EntryNo,SrNo,AccCode,AccDesc,Amount,TrType,Debit,Credit,Remarks,Acc_No,UserNam,TRMode
BB2301-000440       ,1,000134,Net Paid - Oshiwara,7000.00,NULL,NULL,NULL,FDR No :-7012418,1619,NULL,NULL
BB2301-000441       ,1,000099,Share Capital,18600.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000441       ,2,000116,Monthly Saving Deposits,246850.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000441       ,3,000042,Emergency Loan - 1 - October,1000.00,NULL,NULL,NULL,NULL,1511,9000089,1
BB2301-000441       ,4,000041,Emergency Loan - 2 - June,1000.00,NULL,NULL,NULL,NULL,1510,9000089,1
BB2301-000442       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000442       ,2,000116,Monthly Saving Deposits,364688.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000442       ,3,000048,Top-up Loan,4400.00,NULL,NULL,NULL,NULL,1517,9000089,1
BB2301-000442       ,4,000042,Emergency Loan - 1 - October,1000.00,NULL,NULL,NULL,NULL,1511,9000089,1
BB2301-000442       ,5,000041,Emergency Loan - 2 - June,1000.00,NULL,NULL,NULL,NULL,1510,9000089,1
BB2301-000443       ,1,000099,Share Capital,14400.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000443       ,2,000116,Monthly Saving Deposits,167888.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000443       ,3,000042,Emergency Loan - 1 - October,1000.00,NULL,NULL,NULL,NULL,1511,9000144,1
BB2301-000444       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000444       ,2,000116,Monthly Saving Deposits,309156.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000446       ,1,000099,Share Capital,11100.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000446       ,2,000116,Monthly Saving Deposits,161619.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000447       ,1,000134,Net Paid - Oshiwara,177986.00,NULL,NULL,NULL,Bond No :-030100010,1619,NULL,NULL
BB2301-000448       ,1,000043,Medium Term Loan,836300.00,NULL,NULL,NULL,NULL,1512,9000139,1
BB2301-000448       ,2,000048,Top-up Loan,196600.00,NULL,NULL,NULL,NULL,1517,9000139,1
BB2301-000448       ,3,000041,Emergency Loan - 2 - June,2000.00,NULL,NULL,NULL,NULL,1510,9000139,1
BB2301-000448       ,4,000042,Emergency Loan - 1 - October,6000.00,NULL,NULL,NULL,NULL,1511,9000139,1
BB2301-000449       ,1,000099,Share Capital,19900.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000449       ,2,000116,Monthly Saving Deposits,178644.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000450       ,1,000099,Share Capital,10500.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000450       ,2,000116,Monthly Saving Deposits,147761.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000451       ,1,000134,Net Paid - Oshiwara,738862.00,NULL,NULL,NULL,Bond No :-030100011,1619,NULL,NULL
BB2301-000452       ,1,000099,Share Capital,10000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000452       ,2,000116,Monthly Saving Deposits,397929.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000453       ,1,000131,Net Paid - Anik,220850.00,NULL,NULL,NULL,Bond No :-020100015,1616,NULL,NULL
BB2301-000454       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000454       ,2,000116,Monthly Saving Deposits,348391.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000455       ,1,000099,Share Capital,9000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000455       ,2,000116,Monthly Saving Deposits,158101.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000455       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000456       ,1,000099,Share Capital,19100.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000456       ,2,000116,Monthly Saving Deposits,169442.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000457       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000457       ,2,000116,Monthly Saving Deposits,320431.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000457       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000144,1
BB2301-000458       ,1,000099,Share Capital,18600.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000458       ,2,000116,Monthly Saving Deposits,399073.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000458       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000459       ,1,000099,Share Capital,14300.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000459       ,2,000116,Monthly Saving Deposits,167888.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000460       ,1,000099,Share Capital,18000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000460       ,2,000116,Monthly Saving Deposits,162819.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000461       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000461       ,2,000116,Monthly Saving Deposits,349138.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000461       ,3,000371,80TH DIVIDEND,3000.00,NULL,NULL,NULL,NULL,1947,9000089,1
BB2301-000461       ,4,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000462       ,1,000099,Share Capital,6000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000462       ,2,000116,Monthly Saving Deposits,404421.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000462       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000463       ,1,000099,Share Capital,9000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000463       ,2,000116,Monthly Saving Deposits,300448.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000463       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000464       ,1,000099,Share Capital,3000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000464       ,2,000116,Monthly Saving Deposits,303966.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000464       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000465       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000465       ,2,000116,Monthly Saving Deposits,354824.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000465       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000466       ,1,000099,Share Capital,4200.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000466       ,2,000116,Monthly Saving Deposits,394192.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000466       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000467       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000467       ,2,000116,Monthly Saving Deposits,388538.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000467       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000468       ,1,000130,Net Paid - Culaba,97029.00,NULL,NULL,NULL,Bond No :-010300014,1615,NULL,NULL
BB2301-000469       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000469       ,2,000116,Monthly Saving Deposits,378065.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000469       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000470       ,1,000099,Share Capital,6000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000470       ,2,000116,Monthly Saving Deposits,201892.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000470       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000471       ,1,000130,Net Paid - Culaba,270337.00,NULL,NULL,NULL,Bond No :-010300015,1615,NULL,NULL
BB2301-000472       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000472       ,2,000116,Monthly Saving Deposits,369028.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000472       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000473       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000473       ,2,000116,Monthly Saving Deposits,169811.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000473       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000474       ,1,000130,Net Paid - Culaba,243335.00,NULL,NULL,NULL,Bond No :-010300016,1615,NULL,NULL
BB2301-000475       ,1,000099,Share Capital,17100.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000475       ,2,000116,Monthly Saving Deposits,385967.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000475       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000476       ,1,000099,Share Capital,6000.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000476       ,2,000116,Monthly Saving Deposits,382243.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000476       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000477       ,1,000099,Share Capital,19900.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000477       ,2,000116,Monthly Saving Deposits,347506.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000478       ,1,000099,Share Capital,19900.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000478       ,2,000116,Monthly Saving Deposits,123467.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000479       ,1,000178,Leave Travel  Assistance,9000.00,NULL,NULL,NULL,NULL,1663,9000147,1
BB2301-000480       ,1,000099,Share Capital,10500.00,NULL,NULL,NULL,NULL,1584,9000089,1
BB2301-000480       ,2,000116,Monthly Saving Deposits,385521.00,NULL,NULL,NULL,NULL,1601,9000089,1
BB2301-000480       ,3,000236,Memento to Ex-Member,2500.00,NULL,NULL,NULL,NULL,1721,9000089,1
BB2301-000481       ,1,000178,Leave Travel  Assistance,6700.00,NULL,NULL,NULL,NULL,1663,9000147,1
BB2301-000482       ,1,000178,Leave Travel  Assistance,6700.00,NULL,NULL,NULL,NULL,1663,9000147,1
BB2301-000483       ,1,000130,Net Paid - Culaba,294637.00,NULL,NULL,NULL,Bond No :-010300017,1615,NULL,NULL
BB2301-000484       ,1,000130,Net Paid - Culaba,61761.00,NULL,NULL,NULL,Bond No :-010300018,1615,NULL,NULL
BB2301-000486       ,1,000130,Net Paid - Culaba,7250.00,NULL,NULL,NULL,FDR No :-38120,1615,NULL,NULL
BB2301-000487       ,1,000267,Net Paid - Dadar,119356.00,NULL,NULL,NULL,Bond No :-080100026,1840,NULL,NULL
BB2301-000488       ,1,000231,Other Bank Loan,67887.00,NULL,NULL,NULL,Bond No:-080100026,1716,NULL,NULL
BB2301-000489       ,1,000231,Other Bank Loan,13051.00,NULL,NULL,NULL,Bond No:-080100026,1716,NULL,NULL
BB2301-000490       ,1,000130,Net Paid - Culaba,207225.00,NULL,NULL,NULL,Bond No :-010100010,1615,NULL,NULL
BB2301-000491       ,1,000043,Medium Term Loan,46500.00,NULL,NULL,NULL,NULL,1512,9000139,1
BB2301-000492       ,1,000253,Fixed Deposits - Regular Deposit,50000.00,NULL,NULL,NULL,FDR No :-7012456,1738,NULL,NULL
BB2301-000492       ,2,000297,Interest Paid on - Fixed Deposits - Regular Deposit,3500.00,NULL,NULL,NULL,FDR No :-7012456,1871,NULL,NULL
BB2301-000493       ,1,000267,Net Paid - Dadar,94733.00,NULL,NULL,NULL,Bond No :-080300015,1840,NULL,NULL
BB2301-000494       ,1,000253,Fixed Deposits - Regular Deposit,50000.00,NULL,NULL,NULL,FDR No :-7012457,1738,NULL,NULL
BB2301-000494       ,2,000297,Interest Paid on - Fixed Deposits - Regular Deposit,3500.00,NULL,NULL,NULL,FDR No :-7012457,1871,NULL,NULL
BB2301-000495       ,1,000267,Net Paid - Dadar,422200.00,NULL,NULL,NULL,Bond No :-080100027,1840,NULL,NULL
BB2301-000496       ,1,000130,Net Paid - Culaba,392825.00,NULL,NULL,NULL,Bond No :-010100011,1615,NULL,NULL
BB2301-000497       ,1,000267,Net Paid - Dadar,394046.00,NULL,NULL,NULL,Bond No :-080100028,1840,NULL,NULL
BB2301-000498       ,1,000130,Net Paid - Culaba,168133.00,NULL,NULL,NULL,Bond No :-010300019,1615,NULL,NULL
BB2301-000499       ,1,000043,Medium Term Loan,200000.00,NULL,NULL,NULL,NULL,1512,9000073,1
BB2301-000500       ,1,000133,Net Paid - Majas,490450.00,NULL,NULL,NULL,Bond No :-040100009,1618,NULL,NULL
BB2301-000501       ,1,000253,Fixed Deposits - Regular Deposit,50000.00,NULL,NULL,NULL,FDR No :-7012458,1738,NULL,NULL
BB2301-000501       ,2,000297,Interest Paid on - Fixed Deposits - Regular Deposit,3500.00,NULL,NULL,NULL,FDR No :-7012458,1871,NULL,NULL
BB2301-000502       ,1,000133,Net Paid - Majas,182437.00,NULL,NULL,NULL,Bond No :-040300006,1618,NULL,NULL
BB2301-000503       ,1,000043,Medium Term Loan,96300.00,NULL,NULL,NULL,NULL,1512,9000053,1
BB2301-000503       ,2,000042,Emergency Loan - 1 - October,5000.00,NULL,NULL,NULL,NULL,1511,9000053,1
BB2301-000503       ,3,000041,Emergency Loan - 2 - June,1000.00,NULL,NULL,NULL,NULL,1510,9000053,1
BB2301-000504       ,1,000135,Net Paid - Mulund,209625.00,NULL,NULL,NULL,Bond No :-050100015,1620,NULL,NULL
BB2301-000505       ,1,000299,Interest Paid on - Fixed Deposits - M.I.S.,2000.00,NULL,NULL,NULL,FDR No2000004,1873,NULL,NULL
BB2301-000506       ,1,000299,Interest Paid on - Fixed Deposits - M.I.S.,1500.00,NULL,NULL,NULL,FDR No2000005,1873,NULL,NULL
BB2301-000507       ,1,000043,Medium Term Loan,116800.00,NULL,NULL,NULL,NULL,1512,9000091,1
BB2301-000508       ,1,000043,Medium Term Loan,88000.00,NULL,NULL,NULL,NULL,1512,9000080,1
BB2301-000509       ,1,000135,Net Paid - Mulund,403300.00,NULL,NULL,NULL,Bond No :-050100016,1620,NULL,NULL
BB2301-000510       ,1,000133,Net Paid - Majas,200137.00,NULL,NULL,NULL,Bond No :-040300007,1618,NULL,NULL
BB2301-000511       ,1,000135,Net Paid - Mulund,96129.00,NULL,NULL,NULL,Bond No :-050300009,1620,NULL,NULL
BB2301-000512       ,1,000133,Net Paid - Majas,121737.00,NULL,NULL,NULL,Bond No :-040300008,1618,NULL,NULL
BB2301-000513       ,1,000135,Net Paid - Mulund,329362.00,NULL,NULL,NULL,Bond No :-050100017,1620,NULL,NULL
BB2301-000514       ,1,000133,Net Paid - Majas,159437.00,NULL,NULL,NULL,Bond No :-040300009,1618,NULL,NULL
BB2301-000515       ,1,000299,Interest Paid on - Fixed Deposits - M.I.S.,1500.00,NULL,NULL,NULL,FDR No2000006,1873,NULL,NULL
BB2301-000516       ,1,000299,Interest Paid on - Fixed Deposits - M.I.S.,583.00,NULL,NULL,NULL,FDR No7003325,1873,NULL,NULL
BB2301-000517       ,1,000134,Net Paid - Oshiwara,293700.00,NULL,NULL,NULL,Bond No :-030100012,1619,NULL,NULL
BB2301-000518       ,1,000043,Medium Term Loan,100000.00,NULL,NULL,NULL,NULL,1512,9000064,1
BB2301-000519       ,1,000239,Staff - Medium Term Loan,13000.00,NULL,NULL,NULL,NULL,1724,9000147,1
BB2301-000519       ,2,000256,Interest on Mid-Term Loan (STAFF),1765.00,NULL,NULL,NULL,NULL,1741,9000147,1
BB2301-000519       ,3,000243,Staff -  Emergency Loan - 2 - June,1000.00,NULL,NULL,NULL,NULL,1728,9000147,1
BB2301-000519       ,4,000260,Staff- Interest on Emergency Loan - 2 - June,5.00,NULL,NULL,NULL,NULL,1745,9000147,1
BB2301-000519       ,5,000241,Staff - Top-up Loan,1200.00,NULL,NULL,NULL,NULL,1726,9000147,1
BB2301-000519       ,6,000258,Interest on Top-up Loan (STAFF),100.00,NULL,NULL,NULL,NULL,1743,9000147,1
BB2301-000519       ,7,000053,Festival Advance to Staff,1000.00,NULL,NULL,NULL,NULL,1522,9000147,1
BB2301-000520       ,1,000267,Net Paid - Dadar,372478.00,NULL,NULL,NULL,NULL,1840,9000147,1
BB2301-000521       ,1,000043,Medium Term Loan,250000.00,NULL,NULL,NULL,NULL,1512,9000053,1
BB2301-000522       ,1,000043,Medium Term Loan,80000.00,NULL,NULL,NULL,NULL,1512,9000087,1
BB2301-000523       ,1,000043,Medium Term Loan,40000.00,NULL,NULL,NULL,NULL,1512,9000073,1
BB2301-000523       ,2,000151,Interest on Mid-Term Loan,184.00,NULL,NULL,NULL,NULL,1636,9000073,1
BB2301-000524       ,1,000043,Medium Term Loan,261900.00,NULL,NULL,NULL,NULL,1512,9000082,1
BB2301-000525       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000525       ,2,000116,Monthly Saving Deposits,179943.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000525       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000144,1
BB2301-000526       ,1,000099,Share Capital,7500.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000526       ,2,000116,Monthly Saving Deposits,278596.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000526       ,3,000236,Memento to Ex-Member,2500.00,NULL,NULL,NULL,NULL,1721,9000144,1
BB2301-000527       ,1,000099,Share Capital,9000.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000527       ,2,000116,Monthly Saving Deposits,376825.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000527       ,3,000236,Memento to Ex-Member,2500.00,NULL,NULL,NULL,NULL,1721,9000144,1
BB2301-000527       ,4,000109,Seva Sahakar Nidhi,100000.00,NULL,NULL,NULL,NULL,1594,9000144,1
BB2301-000528       ,1,000099,Share Capital,20000.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000528       ,2,000116,Monthly Saving Deposits,355908.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000528       ,3,000236,Memento to Ex-Member,2500.00,NULL,NULL,NULL,NULL,1721,9000144,1
BB2301-000528       ,4,000109,Seva Sahakar Nidhi,100000.00,NULL,NULL,NULL,NULL,1594,9000144,1
BB2301-000528       ,5,000371,80TH DIVIDEND,2872.00,NULL,NULL,NULL,NULL,1947,9000144,1
BB2301-000529       ,1,000099,Share Capital,12000.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000529       ,2,000116,Monthly Saving Deposits,399093.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000529       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000144,1
BB2301-000530       ,1,000337,79TH DIVIDEND,2288.00,NULL,NULL,NULL,NULL,1912,9000144,1
BB2301-000531       ,1,000043,Medium Term Loan,296400.00,NULL,NULL,NULL,NULL,1512,9000064,1
BB2301-000532       ,1,000130,Net Paid - Culaba,184237.00,NULL,NULL,NULL,Bond No :-010300020,1615,NULL,NULL
BB2301-000533       ,1,000099,Share Capital,12000.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000533       ,2,000116,Monthly Saving Deposits,362939.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000534       ,1,000043,Medium Term Loan,316000.00,NULL,NULL,NULL,NULL,1512,9000148,1
BB2301-000535       ,1,000043,Medium Term Loan,800.00,NULL,NULL,NULL,NULL,1512,9000082,1
BB2301-000536       ,1,000244,Cancer Aid to Member,25000.00,NULL,NULL,NULL,NULL,1729,9000090,1
BB2301-000537       ,1,000130,Net Paid - Culaba,300825.00,NULL,NULL,NULL,Bond No :-010100012,1615,NULL,NULL
BB2301-000538       ,1,000267,Net Paid - Dadar,986165.00,NULL,NULL,NULL,Bond No :-080100029,1840,NULL,NULL
BB2301-000539       ,1,000178,Leave Travel  Assistance,9000.00,NULL,NULL,NULL,NULL,1663,9000147,1
BB2301-000540       ,1,000043,Medium Term Loan,25000.00,NULL,NULL,NULL,NULL,1512,9000148,1
BB2301-000542       ,1,000131,Net Paid - Anik,389825.00,NULL,NULL,NULL,Bond No :-020100016,1616,NULL,NULL
BB2301-000543       ,1,000048,Top-up Loan,295000.00,NULL,NULL,NULL,NULL,1517,9000080,1
BB2301-000544       ,1,000043,Medium Term Loan,80000.00,NULL,NULL,NULL,NULL,1512,9000087,1
BB2301-000545       ,1,000130,Net Paid - Culaba,270068.00,NULL,NULL,NULL,Bond No :-010300021,1615,NULL,NULL
BB2301-000546       ,1,000267,Net Paid - Dadar,354330.00,NULL,NULL,NULL,Bond No :-080100030,1840,NULL,NULL
BB2301-000547       ,1,000267,Net Paid - Dadar,145762.00,NULL,NULL,NULL,Bond No :-080100031,1840,NULL,NULL
BB2301-000548       ,1,000130,Net Paid - Culaba,3625.00,NULL,NULL,NULL,FDR No :-38124,1615,NULL,NULL
BB2301-000549       ,1,000043,Medium Term Loan,79400.00,NULL,NULL,NULL,NULL,1512,9000064,1
BB2301-000549       ,2,000042,Emergency Loan - 1 - October,5000.00,NULL,NULL,NULL,NULL,1511,9000064,1
BB2301-000550       ,1,000254,Fixed Deposits - Senior Citizen,100000.00,NULL,NULL,NULL,FDR No :-38455,1739,NULL,NULL
BB2301-000550       ,2,000298,Interest Paid on - Fixed Deposits - Senior Citizen,1923.00,NULL,NULL,NULL,FDR No :-38455,1872,NULL,NULL
BB2301-000551       ,1,000232,T.D.S A/c,11200.00,NULL,NULL,NULL,NULL,1717,9000051,1
BB2301-000552       ,1,000135,Net Paid - Mulund,272137.00,NULL,NULL,NULL,Bond No :-050300010,1620,NULL,NULL
BB2301-000553       ,1,000231,Other Bank Loan,20000.00,NULL,NULL,NULL,Bond No:-050300010,1716,NULL,NULL
BB2301-000554       ,1,000130,Net Paid - Culaba,546834.00,NULL,NULL,NULL,Bond No :-010100013,1615,NULL,NULL
BB2301-000555       ,1,000135,Net Paid - Mulund,69533.00,NULL,NULL,NULL,Bond No :-050300011,1620,NULL,NULL
BB2301-000556       ,1,000135,Net Paid - Mulund,103262.00,NULL,NULL,NULL,Bond No :-050100018,1620,NULL,NULL
BB2301-000557       ,1,000135,Net Paid - Mulund,338200.00,NULL,NULL,NULL,Bond No :-050100019,1620,NULL,NULL
BB2301-000558       ,1,000048,Top-up Loan,236000.00,NULL,NULL,NULL,NULL,1517,9000079,1
BB2301-000559       ,1,000130,Net Paid - Culaba,294637.00,NULL,NULL,NULL,Bond No :-010300022,1615,NULL,NULL
BB2301-000560       ,1,000131,Net Paid - Anik,178200.00,NULL,NULL,NULL,Bond No :-020100017,1616,NULL,NULL
BB2301-000561       ,1,000133,Net Paid - Majas,133470.00,NULL,NULL,NULL,Bond No :-040100010,1618,NULL,NULL
BB2301-000562       ,1,000133,Net Paid - Majas,191575.00,NULL,NULL,NULL,Bond No :-040100011,1618,NULL,NULL
BB2301-000563       ,1,000043,Medium Term Loan,50000.00,NULL,NULL,NULL,NULL,1512,9000080,1
BB2301-000564       ,1,000134,Net Paid - Oshiwara,53580.00,NULL,NULL,NULL,Bond No :-030100013,1619,NULL,NULL
BB2301-000565       ,1,000189,Advertisement Expenses,25000.00,NULL,NULL,NULL,NULL,1674,9000061,1
BB2301-000566       ,1,000043,Medium Term Loan,88000.00,NULL,NULL,NULL,NULL,1512,9000070,1
BB2301-000567       ,1,000051,Housing  Loan to Staff,1985000.00,NULL,NULL,NULL,NULL,1520,9000050,1
BB2301-000568       ,1,000064,Special Adhesive Stamp,20000.00,NULL,NULL,NULL,NULL,1533,9000061,1
BB2301-000568       ,2,000213,Service Charges Receivable,2000.00,NULL,NULL,NULL,NULL,1698,9000061,1
BB2301-000569       ,1,000043,Medium Term Loan,350000.00,NULL,NULL,NULL,NULL,1512,9000053,1
BB2301-000570       ,1,000043,Medium Term Loan,200000.00,NULL,NULL,NULL,NULL,1512,9000064,1
BB2301-000571       ,1,000135,Net Paid - Mulund,667300.00,NULL,NULL,NULL,Bond No :-050100020,1620,NULL,NULL
BB2301-000572       ,1,000231,Other Bank Loan,20000.00,NULL,NULL,NULL,Bond No:-050100020,1716,NULL,NULL
BB2301-000573       ,1,000130,Net Paid - Culaba,350450.00,NULL,NULL,NULL,Bond No :-010100014,1615,NULL,NULL
BB2301-000574       ,1,000130,Net Paid - Culaba,55337.00,NULL,NULL,NULL,Bond No :-010300023,1615,NULL,NULL
BB2301-000575       ,1,000130,Net Paid - Culaba,131733.00,NULL,NULL,NULL,Bond No :-010300024,1615,NULL,NULL
BB2301-000576       ,1,000189,Advertisement Expenses,15000.00,NULL,NULL,NULL,NULL,1674,9000061,1
BB2301-000577       ,1,000048,Top-up Loan,57500.00,NULL,NULL,NULL,NULL,1517,9000064,1
BB2301-000578       ,1,000189,Advertisement Expenses,15000.00,NULL,NULL,NULL,NULL,1674,9000061,1
BB2301-000579       ,1,000043,Medium Term Loan,114000.00,NULL,NULL,NULL,NULL,1512,9000091,1
BB2301-000580       ,1,000043,Medium Term Loan,155000.00,NULL,NULL,NULL,NULL,1512,9000070,1
BB2301-000581       ,1,000043,Medium Term Loan,219200.00,NULL,NULL,NULL,NULL,1512,9000045,1
BB2301-000581       ,2,000048,Top-up Loan,203400.00,NULL,NULL,NULL,NULL,1517,9000045,1
BB2301-000581       ,3,000041,Emergency Loan - 2 - June,1000.00,NULL,NULL,NULL,NULL,1510,9000045,1
BB2301-000581       ,4,000042,Emergency Loan - 1 - October,5000.00,NULL,NULL,NULL,NULL,1511,9000045,1
BB2301-000582       ,1,000199,Office Expenses,5040.00,NULL,NULL,NULL,NULL,1684,9000061,1
BB2301-000583       ,1,000043,Medium Term Loan,583400.00,NULL,NULL,NULL,NULL,1512,9000091,1
BB2301-000583       ,2,000048,Top-up Loan,96800.00,NULL,NULL,NULL,NULL,1517,9000091,1
BB2301-000584       ,1,000371,80TH DIVIDEND,2974.00,NULL,NULL,NULL,NULL,1947,9000144,1
BB2301-000585       ,1,000131,Net Paid - Anik,17500.00,NULL,NULL,NULL,FDR No :-7012450,1616,NULL,NULL
BB2301-000586       ,1,000371,80TH DIVIDEND,900.00,NULL,NULL,NULL,NULL,1947,9000144,1
BB2301-000587       ,1,000371,80TH DIVIDEND,2932.00,NULL,NULL,NULL,NULL,1947,9000144,1
BB2301-000588       ,1,000099,Share Capital,17000.00,NULL,NULL,NULL,NULL,1584,9000144,1
BB2301-000588       ,2,000116,Monthly Saving Deposits,224160.00,NULL,NULL,NULL,NULL,1601,9000144,1
BB2301-000588       ,3,000236,Memento to Ex-Member,5000.00,NULL,NULL,NULL,NULL,1721,9000144,1
